NAME	DESCRIPTION	post_BRAFi_patB04	post_BRAFi_patB08	post_BRAFi_patB16	post_BRAFi_patB30	pre_BRAFi_patB04	pre_BRAFi_patB08	pre_BRAFi_patB16	pre_BRAFi_patB30
ACVRL1	ACVRL1	11.44951599	12.78582936	11.87163975	12.22831544	12.61289732	12.25014139	13.68944136	13.33529109
ACY1	ACY1	9.176821703	12.2089	8.736040941	9.345040116	9.208097439	9.068971353	8.895138924	9.564702775
ACY3	ACY3	6.87286212	9.957810028	7.290304572	7.267183898	6.972618977	7.595016373	7.524422634	6.957830581
ACYP1	ACYP1	7.361995449	8.240847039	10.11469863	8.469798807	9.053852152	9.850725393	9.627248672	7.438621876
ACYP2	ACYP2	11.09839725	10.38731423	9.990472874	8.915831791	11.49890471	8.37962195	9.805836086	10.45944134
ADA	ADA	9.881977993	12.6801311	8.828854157	9.582202145	9.050844239	8.574692258	7.723458614	7.127070986
ADAD1	ADAD1	6.893648974	6.948112182	7.117056828	6.954411391	6.864449271	6.948629239	6.844982981	6.875993089
ADAD2	ADAD2	6.912552731	7.017328577	7.213317612	6.991786997	7.012321797	6.956602997	6.89438619	6.95947682
ADAL	ADAL	7.828449576	7.73456447	8.54200152	8.558883656	7.703927412	7.379161849	7.675616319	7.295206517
ADAM10	ADAM10	9.566428373	9.139645421	9.616517303	9.072498319	9.708139323	9.575598193	9.14517483	9.175712861
ADAM11	ADAM11	11.0258007	6.939374379	9.997031472	7.725374485	9.12160577	8.426308712	10.40392785	9.15153707
ADAM12	ADAM12	10.83316284	7.298743637	9.130665236	8.658345671	9.426786536	9.230482537	8.779033888	7.949377357
ADAM15	ADAM15	13.2525056	13.72679088	14.15895642	14.23977454	13.16719079	14.37440846	13.62865348	13.29811358
ADAM17	ADAM17	12.93442026	13.44602393	13.52735011	12.60624887	13.34842642	12.9031682	13.86160115	13.54143988
ADAM18	ADAM18	7.765702492	6.978032701	7.233917338	7.039418533	7.037474617	7.154593568	7.457520414	7.808540268
ADAM19	ADAM19	9.543052981	8.794980953	8.695469648	10.4861184	10.19449607	8.696951728	9.224310092	8.086703878
ADAM2	ADAM2	7.08150327	6.938146417	7.016744411	6.930638533	6.953696978	6.957925979	6.97383765	6.977037829
ADAM20	ADAM20	6.843051733	6.939374379	6.911468426	6.913297317	6.874669863	6.894159554	6.981181075	6.906341927
ADAM21	ADAM21	7.024241088	7.045946951	7.309785778	7.022562116	6.941048353	7.009426902	7.02003422	6.904573247
ADAM21P	ADAM21P	7.236061573	6.907237015	6.917354558	7.411874124	7.197252876	7.135714226	6.90800036	6.919436494
ADAM22	ADAM22	7.301529139	7.844522113	7.404722725	7.110993614	6.99162539	7.372634716	7.140822946	7.735811674
ADAM23	ADAM23	6.909125197	6.926129496	8.073238027	7.784389987	7.23665059	7.033818655	6.978742774	7.579125822
ADAM28	ADAM28	10.40279088	8.968754194	7.568932558	7.425067742	8.84687959	7.493458228	7.189419908	10.18826481
ADAM29	ADAM29	7.375375423	7.123155658	7.481924205	6.956694068	7.176953516	7.066118422	7.018895169	7.05478552
ADAM30	ADAM30	7.677873891	6.980134553	7.040990475	7.539360003	7.471699253	8.615038406	7.80266899	7.709000035
ADAM32	ADAM32	8.812344668	7.794174319	7.135015302	6.982989045	7.02304865	7.062057034	7.142669829	7.002936153
ADAM33	ADAM33	8.259012061	9.277713395	6.987025342	6.949143495	9.074700377	7.357410862	9.915747044	9.498360297
ADAM3A	ADAM3A	6.900538303	6.903358711	6.939464082	6.999179846	6.932798635	6.928733736	7.562558007	6.961142815
ADAM5P	ADAM5P	6.869378589	6.944962505	7.082837575	6.988799827	6.925351972	6.92153721	7.348855681	6.894578056
ADAM6	ADAM6	6.909125197	7.010321888	6.9644433	6.944169664	6.937594175	6.898089517	6.962662403	6.87652931
ADAM7	ADAM7	6.907409919	7.078408971	6.955915848	6.967867911	6.939663728	6.967470223	6.860798533	6.978905354
ADAM8	ADAM8	6.907409919	7.576502518	7.088660487	8.631149601	9.022198992	6.989241545	7.551529662	6.918328051
ADAM9	ADAM9	11.14837171	10.31447048	8.854445427	8.015705269	11.03967314	8.950258	10.15155319	10.20040008
ADAMDEC1	ADAMDEC1	7.024241088	11.20088485	7.439108909	7.477954315	8.561211997	7.244275057	7.278010479	7.319325626
ADAMTS1	ADAMTS1	9.095334793	8.476562493	7.299139364	8.497344261	8.634249451	7.735900468	7.224978396	7.417426159
ADAMTS10	ADAMTS10	6.946636261	6.947479615	6.950499352	6.940629773	6.919333774	6.992783797	6.971370844	6.909115315
ADAMTS12	ADAMTS12	6.834189031	6.923196216	7.234359801	7.029744873	7.088285387	7.134785268	6.852204114	6.88123229
ADAMTS13	ADAMTS13	7.067996736	7.63193799	7.052451573	7.245530817	7.107576982	7.265010047	7.050952559	7.340163335
ADAMTS14	ADAMTS14	6.933040858	7.402528793	6.946484509	7.633006255	7.216805814	7.226952552	7.891230809	6.87547528
ADAMTS15	ADAMTS15	7.99250014	6.923196216	7.036688488	6.955774773	7.23665059	7.093531295	7.564405825	6.930202891
ADAMTS16	ADAMTS16	9.978743221	6.903910294	8.839174045	6.942183044	7.946208861	7.835690021	7.007372733	7.034815515
ADAMTS17	ADAMTS17	7.091688806	7.083855833	7.292831027	6.95351282	7.136491634	7.014199839	7.180848131	7.350630005
ADAMTS18	ADAMTS18	9.057358074	7.263018004	8.286099223	8.513649921	8.226389339	8.043020128	8.800066343	9.003817955
ADAMTS19	ADAMTS19	7.052841192	6.834286838	6.984355127	6.910451791	6.882968809	6.931118253	6.955105881	6.874624576
ADAMTS2	ADAMTS2	9.713609195	7.789980513	8.877906065	8.396969272	10.09602081	7.932551039	9.97594769	10.00725563
ADAMTS20	ADAMTS20	7.049475217	6.90947183	7.51278931	7.101038567	7.133451648	7.252010605	7.767960736	7.554769853
ADAMTS3	ADAMTS3	7.041062346	7.018115854	7.007105452	6.974679102	6.916016836	6.919123389	6.94103242	6.928935265
ADAMTS4	ADAMTS4	7.515533334	7.487415952	7.539548296	7.620160029	7.488869582	7.256652704	7.504998785	6.926454075
ADAMTS5	ADAMTS5	6.891923729	6.950655776	7.21273557	7.4955261	6.954410002	7.01642338	6.951295824	6.914065524
ADAMTS6	ADAMTS6	7.2050543	7.143449868	7.117478992	7.130455286	7.204820804	7.237469004	7.150982858	6.932792648
ADAMTS7	ADAMTS7	6.960190685	7.302822118	7.436729014	7.2342484	8.266965608	7.023080311	7.186551274	7.762430607
ADAMTS8	ADAMTS8	6.917686753	7.201051282	6.990337426	6.941791732	6.983921841	6.942941694	7.070860423	7.005075697
ADAMTS9	ADAMTS9	6.825277707	6.916263487	6.93271241	6.988799827	6.858033924	6.950961446	6.856511047	6.892001646
ADAMTSL1	ADAMTSL1	9.370357478	7.760128736	8.606980866	8.298974455	7.720099958	8.039508157	8.193682296	8.597960221
ADAMTSL2	ADAMTSL2	8.068921525	11.57332716	8.442456801	10.84437579	10.22303072	10.76815205	10.16679485	10.61580675
ADAMTSL3	ADAMTSL3	6.985521512	7.001197087	6.970034003	7.093027166	6.974109026	6.972376246	7.008535764	7.172975453
ADAMTSL4	ADAMTSL4	8.012627558	8.62951449	8.577451069	8.700306791	8.281716237	7.770691316	8.68376517	10.11722164
ADAMTSL5	ADAMTSL5	8.925766492	9.449138947	7.722081724	7.154309396	7.555626167	7.351199535	8.031636047	7.322788897
ADAP1	ADAP1	6.905693609	7.653783568	7.015823116	7.254794564	7.013955252	6.950961446	6.906649167	6.938192606
ADAP2	ADAP2	8.064906358	8.580917532	7.430120619	10.33919104	10.39142792	8.846241714	10.34992126	10.15839937
ADAR	ADAR	11.08486549	12.17623593	11.89865709	13.90101228	12.04557652	13.55219675	11.99064376	12.7467689
ADARB1	ADARB1	11.12340969	12.02626594	12.37671902	13.55013363	12.30271371	13.23253613	13.08812791	13.21716293
ADARB2	ADARB2	8.840851609	7.58423921	7.501139416	8.812087154	7.930660899	7.111231227	8.385872538	8.783981663
ADAT1	ADAT1	9.334550966	8.72718414	7.462485605	8.175180694	10.36636796	8.8166093	9.407805287	9.40119377
ADAT2	ADAT2	7.151444127	7.223302446	7.558875826	7.729992883	7.026401854	7.425828019	7.157461236	6.877370476
ADAT3	ADAT3	6.951723545	8.514996399	7.224969591	8.319761958	7.041805637	7.134475604	7.192300802	7.151226552
ADC	ADC	7.022558978	7.126992193	7.606397522	9.702440009	8.434758143	8.627487171	7.005039485	9.389969773
ADCK1	ADCK1	6.998999908	7.085681674	6.967946283	7.208812259	6.929400749	6.935528612	6.97383765	6.927685689
ADCK2	ADCK2	10.47530153	9.633056954	10.02913358	12.12836657	10.41659954	11.49088692	11.01740392	10.0275855
ADCK4	ADCK4	9.557142677	9.449539021	9.743585741	9.688112169	9.611261826	8.854366838	10.24148871	10.45912678
ADCK5	ADCK5	7.004050553	8.684900288	7.369303255	8.638919906	7.748656197	7.1734603	6.944898763	6.953009662
ADCY1	ADCY1	9.405043028	7.033412838	7.239097005	9.096549678	7.733767271	9.531605811	7.909839884	7.685384499
ADCY10	ADCY10	7.68162002	6.957110002	7.300345309	7.348121324	7.264659974	7.477240681	9.011786675	7.172975453
ADCY2	ADCY2	11.1279454	8.186634682	8.276656877	7.244503226	10.14403699	7.493458228	11.03551142	10.77825167
ADCY3	ADCY3	7.532054344	10.13286984	10.95824133	11.99202848	9.44153492	10.17064847	10.76188581	10.62893432
ADCY4	ADCY4	8.904339306	9.950692284	8.504656077	10.79325705	9.589932609	9.817578416	11.52752431	9.479150878
ADCY5	ADCY5	7.223444127	7.356582085	7.626009951	7.051049249	7.205905724	6.987628688	8.183727411	7.732470688
ADCY6	ADCY6	10.12404147	10.83849397	9.254407131	11.06261353	10.49709608	10.35931532	9.936856693	9.996874909
ADCY7	ADCY7	7.073054857	7.123155658	7.192638144	7.116495248	7.051477767	7.30342101	7.180848131	7.075899302
ADCY8	ADCY8	7.323494881	7.269143059	7.586988537	7.699553822	7.16641848	7.157996481	7.082987816	7.857259083
ADCY9	ADCY9	6.905693609	7.163090823	7.192935726	7.692386078	7.028087877	7.18984773	6.99083903	6.914065524
ADCYAP1	ADCYAP1	6.919396224	6.963038669	10.11160088	7.677072528	6.959433182	7.444826156	7.447750971	7.192027636
ADCYAP1R1	ADCYAP1R1	7.936188402	6.908911815	6.933844524	7.080821571	7.391762026	7.066118422	7.455881643	6.875993089
ADD1	ADD1	13.55461512	14.00206188	14.00195984	13.96501808	13.60570601	14.12171744	13.83341627	14.00761664
ADD2	ADD2	10.24284833	6.9597307	7.586704769	6.979606784	7.082608511	6.903409638	6.937145052	6.877764472
ADD3	ADD3	11.42180932	13.13092278	12.86606437	12.60321238	11.80142116	11.33840984	13.21818888	12.85694387
ADH1A	ADH1A	7.405809941	8.82809584	9.08491312	7.567026279	7.143626816	7.271511668	8.187712686	7.54429256
ADH1B	ADH1B	6.843051733	10.72632106	7.335263611	9.559933194	7.269186817	8.380998385	10.54908623	10.12563101
ADH1C	ADH1C	6.909125197	11.68796436	7.316038029	6.979050643	6.930757232	7.078282742	7.132503472	6.971557782
ADH4	ADH4	10.98297016	10.36982253	10.64455602	9.44384702	10.50490572	9.889553072	10.92009371	10.46101287
ADH5	ADH5	6.958498353	7.298743637	7.303638997	7.111907135	7.021381414	8.278309605	7.03129269	7.160481148
ADH6	ADH6	9.69079659	10.38931472	7.985333098	7.704302034	7.343119228	7.574514097	9.318429327	8.329266857
ADH7	ADH7	7.027605228	7.096739086	7.064538488	7.049470336	7.013137767	6.937556517	6.926676341	7.267948785
ADHFE1	ADHFE1	8.683097062	9.855629595	9.932949104	10.59005471	8.268022796	11.33849499	8.795887291	10.21946704
ADI1	ADI1	11.69725693	11.50457003	11.25818992	12.12876128	11.10382118	10.65391549	10.03784704	11.8818446
ADIG	ADIG	6.953418099	7.148333796	7.240584568	7.056641035	6.985451555	7.147786479	6.996797721	7.112390056
ADIPOQ	ADIPOQ	10.62223415	7.538721964	9.366617926	9.201235078	8.793947912	9.236892179	10.38556762	9.825535185
ADIPOR1	ADIPOR1	10.46544197	9.804505664	11.3746654	10.51098971	10.11741147	11.61946792	8.944408347	9.436206843
ADIPOR2	ADIPOR2	10.16868059	10.52624166	10.87113075	12.15482435	10.63664641	11.33645042	9.694950657	10.85209083
ADK	ADK	10.11799951	10.54409635	11.1067247	10.43338366	11.30406427	9.707461152	11.12834892	11.02416686
ADM	ADM	13.02721121	11.19856733	12.28930233	12.93489278	12.5792325	11.06699912	12.55372237	12.29654892
ADM2	ADM2	7.051158135	11.29576991	10.6731685	9.397693155	6.988527402	9.554689929	9.549970679	7.264567792
ADNP	ADNP	10.30242475	9.660235477	10.81879572	8.365448315	9.865839809	11.18645462	10.31806987	9.854710917
ADNP2	ADNP2	9.181195057	9.773924446	9.971272922	9.857125345	9.232646109	10.24833749	9.192953118	8.787919708
ADO	ADO	9.326864976	9.247842309	11.23560004	10.52006617	9.916704171	10.25113107	9.817811751	9.848967731
ADORA1	ADORA1	12.49917385	9.39059833	7.548620869	9.087170186	13.02561301	9.101792689	8.997669037	10.34279922
ADORA2A	ADORA2A	7.414353589	7.989098997	7.350739017	7.715288136	7.252274447	7.44264548	7.043399559	7.070519228
ADORA2B	ADORA2B	6.988892705	6.908911815	6.956274565	7.122044917	7.005848126	6.94092602	6.987235172	6.928935265
ADORA3	ADORA3	6.970334306	7.003455277	7.044952763	8.039000835	6.959433182	6.996959827	6.90934927	6.884675397
ADPGK	ADPGK	7.765702492	8.155064806	7.906719829	9.831408069	8.566499031	8.857888001	7.870571251	8.893466819
ADPRH	ADPRH	8.33577264	7.140528581	7.125538598	7.280643551	8.247842812	7.435481416	7.408700702	7.392739489
ADPRHL1	ADPRHL1	8.915094214	8.335490629	8.386925302	7.388362409	8.027609986	8.38809396	7.018895169	7.227822367
ADPRHL2	ADPRHL2	7.225526633	7.90820147	7.426613911	9.019318211	7.433930363	7.656156366	7.393813257	7.630875457
ADRA1A	ADRA1A	8.777384822	7.845185683	9.832468868	8.1015539	8.072712809	7.72896236	8.121431644	8.854927375
ADRA1B	ADRA1B	7.816604534	9.047618688	7.647845591	8.763646871	9.359799487	8.44013247	10.26629983	9.510276242
ADRA1D	ADRA1D	7.158808072	6.94621844	7.83254349	7.068952403	7.579255463	7.043572427	6.925357315	7.118222078
ADRA2A	ADRA2A	8.160794243	10.05317442	7.266104323	7.603641664	8.370926572	7.324507434	7.295600506	8.255982792
ADRA2B	ADRA2B	7.051158135	7.327243606	7.166834705	8.03579119	7.135477097	7.217365778	7.169559144	7.04216363
ADRA2C	ADRA2C	9.078858108	7.30893617	9.50295588	7.029744873	6.992403382	7.510617765	10.15665697	7.698896691
ADRB1	ADRB1	7.303929173	7.173007966	7.748097353	7.295168825	7.087335604	7.021497125	7.296798468	6.971557782
ADRB2	ADRB2	10.61867759	10.96660955	9.241057507	11.27799029	11.41357009	10.63390778	11.11582286	11.21995134
ADRB3	ADRB3	9.035495306	7.812834989	8.064821464	7.455198673	7.261272811	7.328540557	7.188462367	7.431554561
ADRBK1	ADRBK1	11.94979463	13.16938595	12.81885428	12.93215539	12.18120995	13.10101946	12.584226	12.4029546
ADRBK2	ADRBK2	9.552467753	10.04075211	9.543774426	9.233564853	10.54174068	10.15857444	10.13609794	10.11231114
ADRM1	ADRM1	9.938942327	10.8633582	12.11988734	11.64714874	10.42244379	12.09908466	10.77089294	10.28431346
ADSL	ADSL	7.034333504	7.748521895	8.404590845	9.76412816	7.137507374	8.692905404	7.168624377	7.898895779
ADSS	ADSS	9.647757291	9.275021993	9.335979268	8.036327039	10.21491237	10.05472457	9.57058424	9.3424738
ADSSL1	ADSSL1	10.73106711	8.484106714	9.775911414	9.399472406	9.15519949	9.571718784	10.13238549	9.36825998
AEBP1	AEBP1	9.486346104	8.039161822	7.646091605	12.65091397	10.12524756	12.03841722	9.700861545	10.04688054
AEBP2	AEBP2	7.637183637	8.55208977	8.137867156	8.588543617	7.86056985	7.786173991	7.492854229	9.294966466
AEN	AEN	7.259987182	7.818298848	7.230093019	8.113768698	7.903002386	7.370459353	7.503253279	7.561741787
AES	AES	13.95667413	13.5765155	13.8329396	14.33112862	13.78690771	13.30635642	13.831812	13.72800205
AFAP1	AFAP1	14.54162335	13.82894647	13.18224992	13.54169659	14.70496152	13.27625528	13.79596568	14.36469776
AFAP1L1	AFAP1L1	11.0908023	8.464788155	7.625140778	8.801965491	10.43741012	9.024193771	8.704871376	8.741891342
AFAP1L2	AFAP1L2	11.84294497	8.626778154	10.38954359	11.69060113	10.27404944	10.02080724	10.22307347	10.38443635
AFAR3	AFAR3	7.225526633	11.32722633	8.038292438	8.201506238	7.192949501	7.424582634	7.10248781	6.964534373
AFARP1	AFARP1	6.936443993	6.933887037	7.073845544	6.979606784	6.943829679	7.060493971	7.02003422	6.956204026
AFF1	AFF1	9.927402909	9.931299427	8.907299686	8.323410888	9.81475751	8.752472398	9.53243759	9.722134711
AFF2	AFF2	6.99057787	6.932680859	7.122477405	7.358473808	7.415792124	7.118054072	7.215865151	6.996645086
AFF3	AFF3	7.289677811	8.182797508	10.67623262	11.48420103	7.063165332	10.91438564	10.51772508	12.01302782
AFF4	AFF4	9.499583885	8.828997286	7.79162938	7.992274137	9.625625079	8.835231632	7.978066665	8.228169311
AFG3L1	AFG3L1	9.092993971	9.727165451	6.991325505	7.741438531	7.553142085	9.902566359	10.42144241	9.434057922
AFG3L2	AFG3L2	10.14195716	12.22838454	12.0005507	11.64331144	11.18980456	11.90805169	12.15678141	11.99595702
AFM	AFM	6.800039427	6.816403313	6.914223946	6.905394136	6.925351972	6.942270296	6.94103242	6.897383729
AFMID	AFMID	10.64863135	9.716496712	12.05037507	9.355727877	9.518981293	10.59716945	11.32575362	9.343661365
AFP	AFP	6.938144449	7.08021941	7.14217974	6.964845584	6.982397546	6.997922006	7.162101725	7.005075697
AFTPH	AFTPH	9.713609195	10.18600234	9.073778138	8.199347984	9.737662984	8.097176903	8.402422346	8.973814828
AGA	AGA	11.68767265	10.56228891	12.00623979	12.27736223	12.51300736	12.58354676	12.34468661	12.70749288
AGAP1	AGAP1	8.208206486	9.60393092	6.997847635	7.014919683	7.701437618	7.595947082	8.849172694	8.615962965
AGAP11	AGAP11	6.988892705	7.26812212	7.195754047	6.946620075	6.947329561	6.986983053	7.009696399	6.875663331
AGAP2	AGAP2	8.168726199	7.239566635	8.746470229	6.92442197	7.459476418	7.64478054	7.876766576	7.234438349
AGAP3	AGAP3	13.68955537	12.67816448	13.08461995	12.73480484	13.01039195	12.9856276	13.50930178	13.45771301
AGAP6	AGAP6	9.028125673	10.20576034	9.33949487	7.095683786	9.293564861	8.105859423	8.133560941	8.760097333
AGAP7	AGAP7	6.968644865	7.283436989	7.247025829	6.969925252	6.934848243	6.992783797	7.056275491	7.169835777
AGAP8	AGAP8	11.78553583	12.66138781	10.58723481	10.18082888	11.87210854	11.04642591	11.89567205	11.75642198
AGBL1	AGBL1	6.895373034	6.895716422	7.00074587	7.008206143	6.941742164	6.902702806	6.874948351	6.961142815
AGBL2	AGBL2	6.99057787	7.084768125	7.231708831	7.053433348	7.18013445	7.421780702	7.382196065	6.925240332
AGBL4	AGBL4	10.07194395	6.951295034	9.552445671	8.503573285	7.025561203	8.335275182	8.865124972	6.926454075
AGBL5	AGBL5	10.29725502	8.923658245	8.976151349	8.453346067	9.49127974	8.395617924	8.395083832	9.621843988
AGC1	AGC1	6.910839461	6.917408797	6.970380933	6.999810216	6.948032704	6.930097167	6.947464623	6.990544071
AGER	AGER	7.489763556	7.883588968	8.524618767	7.087756773	7.751135366	8.072259123	8.064441157	7.333202442
AGFG1	AGFG1	10.30389821	10.99519015	9.770209544	8.251881804	10.7836315	9.629829731	9.703802522	10.45566103
AGFG2	AGFG2	8.301461225	8.087989217	7.102630513	7.937843748	7.429084266	7.623193152	7.150058607	8.142571697
AGGF1	AGGF1	7.535396623	8.859042573	8.843406542	9.44591235	8.488710223	9.296313504	7.675616319	8.130916037
AGK	AGK	10.2296445	8.578094058	10.17637777	10.22603354	10.26730657	10.76815205	8.92191684	9.56562683
AGL	AGL	13.41737873	13.4663953	12.36497873	12.79294505	13.61308982	12.22970814	13.34781358	13.5804117
AGMAT	AGMAT	7.051158135	11.39034325	8.651306998	7.383226284	7.487640959	8.6481763	8.790293969	8.42030164
AGPAT1	AGPAT1	12.92201132	11.16181508	11.41771495	10.61247079	12.15160665	11.79653381	11.82973267	11.19647727
AGPAT2	AGPAT2	8.293783501	10.48641012	7.46372944	8.28027474	8.720847715	7.574825089	9.731557634	8.477676227
AGPAT3	AGPAT3	11.1792325	10.11284368	9.075195934	8.242571087	10.4505554	9.281678206	10.02097921	10.68882293
AGPAT4	AGPAT4	9.050111197	8.087989217	7.327194786	9.784357942	9.581971061	7.990339005	9.858266571	9.034658058
AGPAT5	AGPAT5	10.21312593	8.122556543	7.213608614	7.570658375	8.07156501	8.262040436	8.793093674	7.709000035
AGPAT6	AGPAT6	9.713609195	8.680276995	8.716514164	7.470076216	9.411401601	8.602502372	9.51240341	9.272227513
AGPAT9	AGPAT9	9.364779675	12.00359805	8.407901767	8.444207168	10.11526553	7.56424606	9.224310092	9.834083253
AGPS	AGPS	9.345982556	9.560356576	10.58305444	9.010295128	9.453111722	9.080807165	8.488268556	9.363624068
AGR2	AGR2	8.188505451	12.61883394	7.411461433	8.095124243	7.354900671	7.130759174	9.404574784	8.205658768
AGR3	AGR3	7.464799153	11.06218465	7.320934963	6.962872986	7.16327881	7.164801262	7.363860214	7.568703289
AGRN	AGRN	9.758926931	8.937718408	8.508038276	7.443203143	11.18215703	8.169521516	9.666639339	10.68156881
AGRP	AGRP	7.359352827	7.183980745	7.106216937	7.171877143	7.250032735	6.951959288	8.209551283	6.961142815
AGT	AGT	7.171914351	7.111736086	7.278902937	8.258288803	7.129415378	7.247678507	7.141746419	7.523270403
AGTPBP1	AGTPBP1	9.841193506	10.01394533	10.92094856	10.4264461	10.86575479	10.87526181	11.02420238	10.96983169
AGTR1	AGTR1	7.183388048	7.322164263	7.240435646	7.05825706	7.18226021	7.170677199	7.504998785	8.077766549
AGTR2	AGTR2	6.921104789	6.957110002	6.916964312	6.944978388	6.895152331	6.975310522	7.077976639	6.889091697
